,song,artist,date,explicit,uri_cancion,popularity,ironhacker,links,uri_artista,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
7,Lost on You,LP,2016-12-09,False,spotify:track:3SqvR3HYLlCTYzbDXJ52OC,75,miguel.1962.mas,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,0J7U24vlOOIeMpuaO6Q85A,0.433,0.724,5,-6.126,0,0.0372,0.1,0.0,0.0918,0.689,174.006,audio_features,3SqvR3HYLlCTYzbDXJ52OC,spotify:track:3SqvR3HYLlCTYzbDXJ52OC,https://api.spotify.com/v1/tracks/3SqvR3HYLlCTYzbDXJ52OC,https://api.spotify.com/v1/audio-analysis/3SqvR3HYLlCTYzbDXJ52OC,268105,4
8,Sunrise,Simply Red,2008,False,spotify:track:37mk7t1x4VmKmmqgRU8E2w,63,miguel.1962.mas,https://open.spotify.com/track/37mk7t1x4VmKmmqgRU8E2w,1fa0cOhromAZdq2xRA4vv8,0.791,0.733,5,-5.123,0,0.029,0.00189,0.201,0.0859,0.917,105.987,audio_features,37mk7t1x4VmKmmqgRU8E2w,spotify:track:37mk7t1x4VmKmmqgRU8E2w,https://api.spotify.com/v1/tracks/37mk7t1x4VmKmmqgRU8E2w,https://api.spotify.com/v1/audio-analysis/37mk7t1x4VmKmmqgRU8E2w,199040,4
9,High,Lighthouse Family,1997-01-01,False,spotify:track:0AQHfKjzky28rf5ytfBANJ,70,miguel.1962.mas,https://open.spotify.com/track/0AQHfKjzky28rf5ytfBANJ,6edGSAX5dVpeJVwu1Q0NwJ,0.662,0.628,10,-8.502,1,0.0251,0.108,0.0776,0.128,0.588,102.319,audio_features,0AQHfKjzky28rf5ytfBANJ,spotify:track:0AQHfKjzky28rf5ytfBANJ,https://api.spotify.com/v1/tracks/0AQHfKjzky28rf5ytfBANJ,https://api.spotify.com/v1/audio-analysis/0AQHfKjzky28rf5ytfBANJ,308333,4
10,Eye In The Sky,The Alan Parsons Project,1982,False,spotify:track:39qYD4J4BKvZMQgxfXl5bv,73,miguel.1962.mas,https://open.spotify.com/track/39qYD4J4BKvZMQgxfXl5bv,2m62cc253Xvd9qYQ8d2X3d,0.823,0.417,2,-12.643,1,0.032,0.562,0.00098,0.0765,0.522,111.928,audio_features,39qYD4J4BKvZMQgxfXl5bv,spotify:track:39qYD4J4BKvZMQgxfXl5bv,https://api.spotify.com/v1/tracks/39qYD4J4BKvZMQgxfXl5bv,https://api.spotify.com/v1/audio-analysis/39qYD4J4BKvZMQgxfXl5bv,276280,4
11,Somewhere Only We Know,Keane,2004-05-10,False,spotify:track:1SKPmfSYaPsETbRHaiA18G,87,miguel.1962.mas,https://open.spotify.com/track/1SKPmfSYaPsETbRHaiA18G,53A0W3U0s8diEn9RhXQhVz,0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004,audio_features,1SKPmfSYaPsETbRHaiA18G,spotify:track:1SKPmfSYaPsETbRHaiA18G,https://api.spotify.com/v1/tracks/1SKPmfSYaPsETbRHaiA18G,https://api.spotify.com/v1/audio-analysis/1SKPmfSYaPsETbRHaiA18G,237147,4
12,Everybody's Changing,Keane,2004-05-10,False,spotify:track:0yac0FPhLRH9i9lOng3f81,76,miguel.1962.mas,https://open.spotify.com/track/0yac0FPhLRH9i9lOng3f81,53A0W3U0s8diEn9RhXQhVz,0.517,0.839,0,-3.521,1,0.0287,0.0014,0.000365,0.108,0.416,94.015,audio_features,0yac0FPhLRH9i9lOng3f81,spotify:track:0yac0FPhLRH9i9lOng3f81,https://api.spotify.com/v1/tracks/0yac0FPhLRH9i9lOng3f81,https://api.spotify.com/v1/audio-analysis/0yac0FPhLRH9i9lOng3f81,215880,4
13,Un-Break My Heart,Toni Braxton,2007-02-12,False,spotify:track:1wyNvV8uXr35T8ChEypf8n,0,miguel.1962.mas,https://open.spotify.com/track/1wyNvV8uXr35T8ChEypf8n,3X458ddYA2YcVWuVIGGOYe,0.61,0.41,11,-9.215,0,0.0317,0.442,0.0,0.113,0.116,109.962,audio_features,1wyNvV8uXr35T8ChEypf8n,spotify:track:1wyNvV8uXr35T8ChEypf8n,https://api.spotify.com/v1/tracks/1wyNvV8uXr35T8ChEypf8n,https://api.spotify.com/v1/audio-analysis/1wyNvV8uXr35T8ChEypf8n,270605,4
14,Spanish Guitar,Toni Braxton,2000,False,spotify:track:1ieouFxB2A3JjKEt1OoEiB,60,miguel.1962.mas,https://open.spotify.com/track/1ieouFxB2A3JjKEt1OoEiB,3X458ddYA2YcVWuVIGGOYe,0.625,0.563,9,-6.506,0,0.0387,0.437,5.05e-06,0.175,0.364,120.023,audio_features,1ieouFxB2A3JjKEt1OoEiB,spotify:track:1ieouFxB2A3JjKEt1OoEiB,https://api.spotify.com/v1/tracks/1ieouFxB2A3JjKEt1OoEiB,https://api.spotify.com/v1/audio-analysis/1ieouFxB2A3JjKEt1OoEiB,289000,4
15,You're Still The One,Shania Twain,1997,False,spotify:track:7cCf8vPXJw4e7e2CQYyYgi,0,miguel.1962.mas,https://open.spotify.com/track/7cCf8vPXJw4e7e2CQYyYgi,5e4Dhzv426EvQe3aDb64jL,0.556,0.513,3,-7.201,1,0.029,0.476,0.0,0.237,0.665,133.803,audio_features,7cCf8vPXJw4e7e2CQYyYgi,spotify:track:7cCf8vPXJw4e7e2CQYyYgi,https://api.spotify.com/v1/tracks/7cCf8vPXJw4e7e2CQYyYgi,https://api.spotify.com/v1/audio-analysis/7cCf8vPXJw4e7e2CQYyYgi,212560,4
16,Don't Speak,No Doubt,1995-10-10,False,spotify:track:6urCAbunOQI4bLhmGpX7iS,79,miguel.1962.mas,https://open.spotify.com/track/6urCAbunOQI4bLhmGpX7iS,0cQbJU1aAzvbEmTuljWLlF,0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,audio_features,6urCAbunOQI4bLhmGpX7iS,spotify:track:6urCAbunOQI4bLhmGpX7iS,https://api.spotify.com/v1/tracks/6urCAbunOQI4bLhmGpX7iS,https://api.spotify.com/v1/audio-analysis/6urCAbunOQI4bLhmGpX7iS,263560,4
17,Have I Told You Lately - 2008 Remaster,Rod Stewart,1991,False,spotify:track:3S0pLtHQWFYCmNE9byQcWS,49,miguel.1962.mas,https://open.spotify.com/track/3S0pLtHQWFYCmNE9byQcWS,2y8Jo9CKhJvtfeKOsYzRdT,0.523,0.366,10,-14.069,1,0.0331,0.498,0.0,0.094,0.291,142.814,audio_features,3S0pLtHQWFYCmNE9byQcWS,spotify:track:3S0pLtHQWFYCmNE9byQcWS,https://api.spotify.com/v1/tracks/3S0pLtHQWFYCmNE9byQcWS,https://api.spotify.com/v1/audio-analysis/3S0pLtHQWFYCmNE9byQcWS,241507,4
18,Sailing,Rod Stewart,1975,False,spotify:track:6OuRbvP4PgbuzBIapVzmFJ,69,miguel.1962.mas,https://open.spotify.com/track/6OuRbvP4PgbuzBIapVzmFJ,2y8Jo9CKhJvtfeKOsYzRdT,0.43,0.374,11,-9.949,1,0.0292,0.372,0.379,0.316,0.191,128.56,audio_features,6OuRbvP4PgbuzBIapVzmFJ,spotify:track:6OuRbvP4PgbuzBIapVzmFJ,https://api.spotify.com/v1/tracks/6OuRbvP4PgbuzBIapVzmFJ,https://api.spotify.com/v1/audio-analysis/6OuRbvP4PgbuzBIapVzmFJ,277960,4
19,I Don't Want to Talk About It - 2008 Remaster,Rod Stewart,1975,False,spotify:track:2JWKzkQbYsNzx019WyGzaH,69,miguel.1962.mas,https://open.spotify.com/track/2JWKzkQbYsNzx019WyGzaH,2y8Jo9CKhJvtfeKOsYzRdT,0.472,0.373,3,-12.98,1,0.0262,0.872,0.206,0.147,0.459,135.193,audio_features,2JWKzkQbYsNzx019WyGzaH,spotify:track:2JWKzkQbYsNzx019WyGzaH,https://api.spotify.com/v1/tracks/2JWKzkQbYsNzx019WyGzaH,https://api.spotify.com/v1/audio-analysis/2JWKzkQbYsNzx019WyGzaH,288267,4
20,Last Train to London,Electric Light Orchestra,1979-05-31,False,spotify:track:6xE6ZWzK1YDDSYzqOCoQlz,71,miguel.1962.mas,https://open.spotify.com/track/6xE6ZWzK1YDDSYzqOCoQlz,7jefIIksOi1EazgRTfW2Pk,0.727,0.537,7,-9.785,1,0.0295,0.396,0.000789,0.349,0.954,121.493,audio_features,6xE6ZWzK1YDDSYzqOCoQlz,spotify:track:6xE6ZWzK1YDDSYzqOCoQlz,https://api.spotify.com/v1/tracks/6xE6ZWzK1YDDSYzqOCoQlz,https://api.spotify.com/v1/audio-analysis/6xE6ZWzK1YDDSYzqOCoQlz,270067,4
21,Twilight,Electric Light Orchestra,1981-08-01,False,spotify:track:03ZVEpSeeJfROJW65OHgsf,52,miguel.1962.mas,https://open.spotify.com/track/03ZVEpSeeJfROJW65OHgsf,7jefIIksOi1EazgRTfW2Pk,0.312,0.7,0,-10.876,1,0.0613,0.43,1.22e-05,0.827,0.199,139.588,audio_features,03ZVEpSeeJfROJW65OHgsf,spotify:track:03ZVEpSeeJfROJW65OHgsf,https://api.spotify.com/v1/tracks/03ZVEpSeeJfROJW65OHgsf,https://api.spotify.com/v1/audio-analysis/03ZVEpSeeJfROJW65OHgsf,221960,4
22,On the Beach - New Version 2008,Chris Rea,2008-09-26,False,spotify:track:3JYYMR7d0WOJv6jAtlLq9g,40,miguel.1962.mas,https://open.spotify.com/track/3JYYMR7d0WOJv6jAtlLq9g,5KEG7G8LDYlHgFDqZyEEs2,0.704,0.468,4,-12.136,0,0.0249,0.385,0.00011,0.109,0.475,104.986,audio_features,3JYYMR7d0WOJv6jAtlLq9g,spotify:track:3JYYMR7d0WOJv6jAtlLq9g,https://api.spotify.com/v1/tracks/3JYYMR7d0WOJv6jAtlLq9g,https://api.spotify.com/v1/audio-analysis/3JYYMR7d0WOJv6jAtlLq9g,294293,4
23,Looking for the Summer,Chris Rea,2007-11-10,False,spotify:track:6bro2XN0CyWYoSTJHcm7z0,35,miguel.1962.mas,https://open.spotify.com/track/6bro2XN0CyWYoSTJHcm7z0,5KEG7G8LDYlHgFDqZyEEs2,0.567,0.753,11,-10.858,0,0.0309,0.0641,0.354,0.115,0.33,95.013,audio_features,6bro2XN0CyWYoSTJHcm7z0,spotify:track:6bro2XN0CyWYoSTJHcm7z0,https://api.spotify.com/v1/tracks/6bro2XN0CyWYoSTJHcm7z0,https://api.spotify.com/v1/audio-analysis/6bro2XN0CyWYoSTJHcm7z0,297213,4
24,The Blue Cafe,Chris Rea,1998-05-05,False,spotify:track:2CvyDY52IoJaLZ5vbKcTd4,52,miguel.1962.mas,https://open.spotify.com/track/2CvyDY52IoJaLZ5vbKcTd4,5KEG7G8LDYlHgFDqZyEEs2,0.703,0.759,2,-8.97,0,0.03,0.229,0.000126,0.119,0.873,139.928,audio_features,2CvyDY52IoJaLZ5vbKcTd4,spotify:track:2CvyDY52IoJaLZ5vbKcTd4,https://api.spotify.com/v1/tracks/2CvyDY52IoJaLZ5vbKcTd4,https://api.spotify.com/v1/audio-analysis/2CvyDY52IoJaLZ5vbKcTd4,287240,4
25,I Will Go On,Chris Rea,2011-09-02,False,spotify:track:14Xw4MDljIgYjCi0XNmei0,20,miguel.1962.mas,https://open.spotify.com/track/14Xw4MDljIgYjCi0XNmei0,5KEG7G8LDYlHgFDqZyEEs2,0.589,0.427,7,-8.288,1,0.031,0.0245,0.00384,0.18,0.169,115.962,audio_features,14Xw4MDljIgYjCi0XNmei0,spotify:track:14Xw4MDljIgYjCi0XNmei0,https://api.spotify.com/v1/tracks/14Xw4MDljIgYjCi0XNmei0,https://api.spotify.com/v1/audio-analysis/14Xw4MDljIgYjCi0XNmei0,180213,4
26,You Are So Beautiful,Joe Cocker,2003-12-01,False,spotify:track:7nb2hZWBxeG38lwcRjFqn4,47,miguel.1962.mas,https://open.spotify.com/track/7nb2hZWBxeG38lwcRjFqn4,3pFCERyEiP5xeN2EsPXhjI,0.387,0.182,1,-10.815,1,0.0311,0.86,0.00255,0.0962,0.0929,121.903,audio_features,7nb2hZWBxeG38lwcRjFqn4,spotify:track:7nb2hZWBxeG38lwcRjFqn4,https://api.spotify.com/v1/tracks/7nb2hZWBxeG38lwcRjFqn4,https://api.spotify.com/v1/audio-analysis/7nb2hZWBxeG38lwcRjFqn4,162467,4
27,Stop And Stare,OneRepublic,2007-01-01,False,spotify:track:48s0QHJgmiNsth3WEO6U4M,62,miguel.1962.mas,https://open.spotify.com/track/48s0QHJgmiNsth3WEO6U4M,5Pwc4xIPtQLFEnJriah9YJ,0.492,0.859,4,-4.274,1,0.0332,0.0659,0.0,0.0756,0.251,92.474,audio_features,48s0QHJgmiNsth3WEO6U4M,spotify:track:48s0QHJgmiNsth3WEO6U4M,https://api.spotify.com/v1/tracks/48s0QHJgmiNsth3WEO6U4M,https://api.spotify.com/v1/audio-analysis/48s0QHJgmiNsth3WEO6U4M,223853,4
28,Won't Stop,OneRepublic,2007-01-01,False,spotify:track:5ZEY2HUEstaLlhxGoWmzCE,41,miguel.1962.mas,https://open.spotify.com/track/5ZEY2HUEstaLlhxGoWmzCE,5Pwc4xIPtQLFEnJriah9YJ,0.384,0.568,6,-7.009,0,0.0278,0.379,0.0,0.122,0.3,91.96,audio_features,5ZEY2HUEstaLlhxGoWmzCE,spotify:track:5ZEY2HUEstaLlhxGoWmzCE,https://api.spotify.com/v1/tracks/5ZEY2HUEstaLlhxGoWmzCE,https://api.spotify.com/v1/audio-analysis/5ZEY2HUEstaLlhxGoWmzCE,302667,4
29,Somebody To Love,OneRepublic,2019-09-04,False,spotify:track:0yc37FvbXRwwFaQxzpxbsd,56,miguel.1962.mas,https://open.spotify.com/track/0yc37FvbXRwwFaQxzpxbsd,5Pwc4xIPtQLFEnJriah9YJ,0.401,0.503,2,-8.084,1,0.0437,0.0158,0.0,0.134,0.236,118.491,audio_features,0yc37FvbXRwwFaQxzpxbsd,spotify:track:0yc37FvbXRwwFaQxzpxbsd,https://api.spotify.com/v1/tracks/0yc37FvbXRwwFaQxzpxbsd,https://api.spotify.com/v1/audio-analysis/0yc37FvbXRwwFaQxzpxbsd,181408,4
30,You're Beautiful,James Blunt,2005-08-08,True,spotify:track:0vg4WnUWvze6pBOJDTq99k,78,miguel.1962.mas,https://open.spotify.com/track/0vg4WnUWvze6pBOJDTq99k,7KMqksf0UMdyA0UCf4R3ux,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,audio_features,0vg4WnUWvze6pBOJDTq99k,spotify:track:0vg4WnUWvze6pBOJDTq99k,https://api.spotify.com/v1/tracks/0vg4WnUWvze6pBOJDTq99k,https://api.spotify.com/v1/audio-analysis/0vg4WnUWvze6pBOJDTq99k,209493,4
31,High,James Blunt,2005-08-08,False,spotify:track:13yEuYLJYxPCLJR0KNOqpk,58,miguel.1962.mas,https://open.spotify.com/track/13yEuYLJYxPCLJR0KNOqpk,7KMqksf0UMdyA0UCf4R3ux,0.541,0.602,10,-6.033,1,0.0257,0.259,1.37e-06,0.125,0.446,81.32,audio_features,13yEuYLJYxPCLJR0KNOqpk,spotify:track:13yEuYLJYxPCLJR0KNOqpk,https://api.spotify.com/v1/tracks/13yEuYLJYxPCLJR0KNOqpk,https://api.spotify.com/v1/audio-analysis/13yEuYLJYxPCLJR0KNOqpk,243280,4
32,Someone To Watch Over Me,Rod Stewart,2011-01-28,False,spotify:track:0pi49lNsPqbQJ814gCrxGt,13,miguel.1962.mas,https://open.spotify.com/track/0pi49lNsPqbQJ814gCrxGt,2y8Jo9CKhJvtfeKOsYzRdT,0.423,0.397,4,-11.472,1,0.0321,0.755,1.55e-06,0.178,0.309,82.764,audio_features,0pi49lNsPqbQJ814gCrxGt,spotify:track:0pi49lNsPqbQJ814gCrxGt,https://api.spotify.com/v1/tracks/0pi49lNsPqbQJ814gCrxGt,https://api.spotify.com/v1/audio-analysis/0pi49lNsPqbQJ814gCrxGt,212107,4
33,Your Song,Elton John,2010-09-06,False,spotify:track:55uHgEQV1BVtTbI72uEpOq,0,miguel.1962.mas,https://open.spotify.com/track/55uHgEQV1BVtTbI72uEpOq,3PhoLpVuITZKcymswpck5b,0.554,0.3,3,-12.292,1,0.0319,0.811,1.74e-06,0.101,0.264,128.067,audio_features,55uHgEQV1BVtTbI72uEpOq,spotify:track:55uHgEQV1BVtTbI72uEpOq,https://api.spotify.com/v1/tracks/55uHgEQV1BVtTbI72uEpOq,https://api.spotify.com/v1/audio-analysis/55uHgEQV1BVtTbI72uEpOq,243107,4
34,Fly Me To The Moon,Rod Stewart,2010-10-15,False,spotify:track:3X3TLnvtp1PPSEuDIKG5C9,48,miguel.1962.mas,https://open.spotify.com/track/3X3TLnvtp1PPSEuDIKG5C9,2y8Jo9CKhJvtfeKOsYzRdT,0.305,0.337,5,-9.632,1,0.031,0.872,9.24e-06,0.0984,0.18,104.377,audio_features,3X3TLnvtp1PPSEuDIKG5C9,spotify:track:3X3TLnvtp1PPSEuDIKG5C9,https://api.spotify.com/v1/tracks/3X3TLnvtp1PPSEuDIKG5C9,https://api.spotify.com/v1/audio-analysis/3X3TLnvtp1PPSEuDIKG5C9,165480,4
35,You Belong To The City,Glenn Frey,2018-04-27,False,spotify:track:0b8eSsBka9epA2J0wnPMax,57,miguel.1962.mas,https://open.spotify.com/track/0b8eSsBka9epA2J0wnPMax,3vMWY1bUrmYoSoEWLiQWOZ,0.669,0.703,4,-5.789,0,0.0299,0.06,0.00147,0.0623,0.436,109.48,audio_features,0b8eSsBka9epA2J0wnPMax,spotify:track:0b8eSsBka9epA2J0wnPMax,https://api.spotify.com/v1/tracks/0b8eSsBka9epA2J0wnPMax,https://api.spotify.com/v1/audio-analysis/0b8eSsBka9epA2J0wnPMax,352760,4
36,Slave To Love,Bryan Ferry,1985,False,spotify:track:1c9dnQbOzw01ID7X2IsYOE,70,miguel.1962.mas,https://open.spotify.com/track/1c9dnQbOzw01ID7X2IsYOE,5RNFFojXkPRmlJZIwXeKQC,0.661,0.818,2,-5.9,1,0.0291,0.182,0.000995,0.0527,0.79,147.544,audio_features,1c9dnQbOzw01ID7X2IsYOE,spotify:track:1c9dnQbOzw01ID7X2IsYOE,https://api.spotify.com/v1/tracks/1c9dnQbOzw01ID7X2IsYOE,https://api.spotify.com/v1/audio-analysis/1c9dnQbOzw01ID7X2IsYOE,266333,4
37,All Around The World - Single Version,Barry White,1992-01-01,False,spotify:track:093jFc637fdmVNcrQDE9Tj,0,miguel.1962.mas,https://open.spotify.com/track/093jFc637fdmVNcrQDE9Tj,3rfgbfpPSfXY40lzRK7Syt,0.648,0.804,1,-10.509,1,0.158,0.563,0.0,0.0708,0.601,101.408,audio_features,093jFc637fdmVNcrQDE9Tj,spotify:track:093jFc637fdmVNcrQDE9Tj,https://api.spotify.com/v1/tracks/093jFc637fdmVNcrQDE9Tj,https://api.spotify.com/v1/audio-analysis/093jFc637fdmVNcrQDE9Tj,273733,4
37,All Around The World - Single Version,Barry White,1992-01-01,False,spotify:track:093jFc637fdmVNcrQDE9Tj,0,miguel.1962.mas,https://open.spotify.com/track/093jFc637fdmVNcrQDE9Tj,2jS7I1u7BpgWT9ssG62Zr1,0.648,0.804,1,-10.509,1,0.158,0.563,0.0,0.0708,0.601,101.408,audio_features,093jFc637fdmVNcrQDE9Tj,spotify:track:093jFc637fdmVNcrQDE9Tj,https://api.spotify.com/v1/tracks/093jFc637fdmVNcrQDE9Tj,https://api.spotify.com/v1/audio-analysis/093jFc637fdmVNcrQDE9Tj,273733,4
37,All Around The World - Single Version,Lisa Stansfield,1992-01-01,False,spotify:track:093jFc637fdmVNcrQDE9Tj,0,miguel.1962.mas,https://open.spotify.com/track/093jFc637fdmVNcrQDE9Tj,3rfgbfpPSfXY40lzRK7Syt,0.648,0.804,1,-10.509,1,0.158,0.563,0.0,0.0708,0.601,101.408,audio_features,093jFc637fdmVNcrQDE9Tj,spotify:track:093jFc637fdmVNcrQDE9Tj,https://api.spotify.com/v1/tracks/093jFc637fdmVNcrQDE9Tj,https://api.spotify.com/v1/audio-analysis/093jFc637fdmVNcrQDE9Tj,273733,4
37,All Around The World - Single Version,Lisa Stansfield,1992-01-01,False,spotify:track:093jFc637fdmVNcrQDE9Tj,0,miguel.1962.mas,https://open.spotify.com/track/093jFc637fdmVNcrQDE9Tj,2jS7I1u7BpgWT9ssG62Zr1,0.648,0.804,1,-10.509,1,0.158,0.563,0.0,0.0708,0.601,101.408,audio_features,093jFc637fdmVNcrQDE9Tj,spotify:track:093jFc637fdmVNcrQDE9Tj,https://api.spotify.com/v1/tracks/093jFc637fdmVNcrQDE9Tj,https://api.spotify.com/v1/audio-analysis/093jFc637fdmVNcrQDE9Tj,273733,4
38,Lemon Tree - Album Edit,Fools Garden,1995,False,spotify:track:4jH2NgiLe1z17ev6z6i7Fz,0,miguel.1962.mas,https://open.spotify.com/track/4jH2NgiLe1z17ev6z6i7Fz,0jRqFvRKCDryHOgrgFqsKG,0.663,0.475,1,-8.834,1,0.0417,0.643,0.0,0.122,0.644,143.175,audio_features,4jH2NgiLe1z17ev6z6i7Fz,spotify:track:4jH2NgiLe1z17ev6z6i7Fz,https://api.spotify.com/v1/tracks/4jH2NgiLe1z17ev6z6i7Fz,https://api.spotify.com/v1/audio-analysis/4jH2NgiLe1z17ev6z6i7Fz,191027,4
